Rpm,Vibration,Temperature,Pressure,Condition,Reason
7567,910,9,31,Good,All parameters are within optimal ranges
9183,955,14,33,Good,All parameters are within optimal ranges
6353,180,75,35,Good,All parameters are within optimal ranges
6099,667,29,29,Good,All parameters are within optimal ranges
8966,398,61,30,Good,All parameters are within optimal ranges
5739,506,40,31,Good,All parameters are within optimal ranges
9719,926,82,28,Good,All parameters are within optimal ranges
7061,56,54,30,Good,All parameters are within optimal ranges
5072,600,74,36,Bad,High pressure
7259,134,25,35,Good,All parameters are within optimal ranges
6955,769,15,28,Good,All parameters are within optimal ranges
8268,413,7,32,Good,All parameters are within optimal ranges
9980,552,89,31,Good,All parameters are within optimal ranges
6897,321,9,34,Good,All parameters are within optimal ranges
6624,479,65,29,Good,All parameters are within optimal ranges
6208,566,71,35,Good,All parameters are within optimal ranges
8289,725,33,35,Good,All parameters are within optimal ranges
9342,331,58,29,Good,All parameters are within optimal ranges
7457,272,82,33,Good,All parameters are within optimal ranges
9440,367,25,29,Good,All parameters are within optimal ranges
9598,875,84,32,Good,All parameters are within optimal ranges
9045,858,34,29,Good,All parameters are within optimal ranges
9260,88,90,29,Good,All parameters are within optimal ranges
8302,818,79,31,Good,All parameters are within optimal ranges
5913,125,80,35,Good,All parameters are within optimal ranges
9949,156,72,29,Good,All parameters are within optimal ranges
8782,802,82,30,Good,All parameters are within optimal ranges
6872,249,50,28,Good,All parameters are within optimal ranges
9627,774,73,33,Good,All parameters are within optimal ranges
9187,631,79,29,Good,All parameters are within optimal ranges
9352,432,16,29,Good,All parameters are within optimal ranges
7245,479,39,34,Good,All parameters are within optimal ranges
5649,421,79,36,Bad,High pressure
6474,412,14,34,Good,All parameters are within optimal ranges
8843,687,43,36,Bad,High pressure
5733,170,14,29,Good,All parameters are within optimal ranges
8764,139,22,29,Good,All parameters are within optimal ranges
9693,898,10,32,Good,All parameters are within optimal ranges
8622,11,53,32,Good,All parameters are within optimal ranges
8768,436,61,33,Good,All parameters are within optimal ranges
5946,440,34,28,Good,All parameters are within optimal ranges
8217,432,59,35,Good,All parameters are within optimal ranges
5255,25,40,36,Bad,High pressure
5720,377,44,33,Good,All parameters are within optimal ranges
5247,447,35,28,Good,All parameters are within optimal ranges
5869,234,74,28,Good,All parameters are within optimal ranges
5895,655,83,36,Bad,High pressure
8189,37,80,33,Good,All parameters are within optimal ranges
7891,804,78,32,Good,All parameters are within optimal ranges
8206,692,70,30,Good,All parameters are within optimal ranges
9706,859,11,36,Bad,High pressure
7104,565,91,28,Bad,High Temperature
9561,615,33,32,Good,All parameters are within optimal ranges
6768,558,10,33,Good,All parameters are within optimal ranges
5151,306,73,32,Good,All parameters are within optimal ranges
9675,331,13,31,Good,All parameters are within optimal ranges
8990,102,64,28,Good,All parameters are within optimal ranges
5773,466,10,31,Good,All parameters are within optimal ranges
5844,443,86,28,Good,All parameters are within optimal ranges
5102,736,76,31,Good,All parameters are within optimal ranges
5307,827,64,31,Good,All parameters are within optimal ranges
6836,911,47,33,Good,All parameters are within optimal ranges
5326,113,14,28,Good,All parameters are within optimal ranges
6274,461,9,31,Good,All parameters are within optimal ranges
5268,649,65,28,Good,All parameters are within optimal ranges
7256,806,31,29,Good,All parameters are within optimal ranges
7225,626,38,30,Good,All parameters are within optimal ranges
5017,237,91,32,Bad,High Temperature
7147,927,25,32,Good,All parameters are within optimal ranges
5110,516,78,32,Good,All parameters are within optimal ranges
5393,41,40,32,Good,All parameters are within optimal ranges
5234,57,68,34,Good,All parameters are within optimal ranges
5643,633,10,32,Good,All parameters are within optimal ranges
5505,229,70,33,Good,All parameters are within optimal ranges
5115,177,61,30,Good,All parameters are within optimal ranges
9817,969,27,35,Good,All parameters are within optimal ranges
6999,956,80,28,Good,All parameters are within optimal ranges
9668,502,74,31,Good,All parameters are within optimal ranges
7432,707,83,31,Good,All parameters are within optimal ranges
7542,683,35,35,Good,All parameters are within optimal ranges
5387,209,55,32,Good,All parameters are within optimal ranges
6264,224,40,28,Good,All parameters are within optimal ranges
9566,792,27,31,Good,All parameters are within optimal ranges
8844,677,13,32,Good,All parameters are within optimal ranges
8880,640,38,30,Good,All parameters are within optimal ranges
7712,630,63,33,Good,All parameters are within optimal ranges
9904,62,20,34,Good,All parameters are within optimal ranges
9741,245,27,29,Good,All parameters are within optimal ranges
9425,125,20,29,Good,All parameters are within optimal ranges
6385,846,8,29,Good,All parameters are within optimal ranges
7988,185,74,28,Good,All parameters are within optimal ranges
7320,907,29,34,Good,All parameters are within optimal ranges
7336,314,28,30,Good,All parameters are within optimal ranges
8194,110,9,32,Good,All parameters are within optimal ranges
9688,366,31,33,Good,All parameters are within optimal ranges
7479,501,70,34,Good,All parameters are within optimal ranges
9769,832,34,36,Bad,High pressure
6274,953,18,33,Good,All parameters are within optimal ranges
8441,189,26,30,Good,All parameters are within optimal ranges
6377,751,32,29,Good,All parameters are within optimal ranges
5760,151,13,34,Good,All parameters are within optimal ranges
9353,521,19,36,Bad,High pressure
5080,233,32,32,Good,All parameters are within optimal ranges
8095,959,80,33,Good,All parameters are within optimal ranges
5196,447,52,36,Bad,High pressure
5656,538,51,28,Good,All parameters are within optimal ranges
6905,200,17,31,Good,All parameters are within optimal ranges
6859,725,86,29,Good,All parameters are within optimal ranges
8794,609,38,29,Good,All parameters are within optimal ranges
6597,44,54,32,Good,All parameters are within optimal ranges
5420,71,14,29,Good,All parameters are within optimal ranges
6385,905,85,36,Bad,High pressure
5365,908,36,32,Good,All parameters are within optimal ranges
9182,745,80,35,Good,All parameters are within optimal ranges
9388,888,78,36,Bad,High pressure
7538,298,11,28,Good,All parameters are within optimal ranges
8725,449,13,34,Good,All parameters are within optimal ranges
8315,411,66,33,Good,All parameters are within optimal ranges
8920,631,22,33,Good,All parameters are within optimal ranges
5538,525,39,33,Good,All parameters are within optimal ranges
8247,908,76,28,Good,All parameters are within optimal ranges
6622,600,38,32,Good,All parameters are within optimal ranges
6840,578,51,35,Good,All parameters are within optimal ranges
5919,901,41,35,Good,All parameters are within optimal ranges
7654,791,71,33,Good,All parameters are within optimal ranges
7631,97,39,31,Good,All parameters are within optimal ranges
8048,206,69,34,Good,All parameters are within optimal ranges
8137,611,18,34,Good,All parameters are within optimal ranges
9710,153,11,33,Good,All parameters are within optimal ranges
7807,922,60,28,Good,All parameters are within optimal ranges
9196,422,54,29,Good,All parameters are within optimal ranges
7850,58,65,35,Good,All parameters are within optimal ranges
8622,778,61,34,Good,All parameters are within optimal ranges
6302,432,73,36,Bad,High pressure
8079,857,35,31,Good,All parameters are within optimal ranges
7777,555,11,36,Bad,High pressure
6931,265,87,28,Good,All parameters are within optimal ranges
6272,988,84,35,Good,All parameters are within optimal ranges
6999,982,66,34,Good,All parameters are within optimal ranges
5034,783,91,35,Bad,High Temperature
6076,867,23,34,Good,All parameters are within optimal ranges
8650,959,30,30,Good,All parameters are within optimal ranges
7011,891,56,33,Good,All parameters are within optimal ranges
9830,253,38,31,Good,All parameters are within optimal ranges
5639,39,41,34,Good,All parameters are within optimal ranges
8697,451,68,36,Bad,High pressure
6769,745,38,35,Good,All parameters are within optimal ranges
7664,900,9,34,Good,All parameters are within optimal ranges
8917,688,47,33,Good,All parameters are within optimal ranges
9089,187,76,30,Good,All parameters are within optimal ranges
7051,718,40,32,Good,All parameters are within optimal ranges
8877,119,81,32,Good,All parameters are within optimal ranges
6864,635,38,31,Good,All parameters are within optimal ranges
9613,293,44,29,Good,All parameters are within optimal ranges
5725,500,61,28,Good,All parameters are within optimal ranges
8089,801,16,29,Good,All parameters are within optimal ranges
5630,322,63,33,Good,All parameters are within optimal ranges
7081,61,19,33,Good,All parameters are within optimal ranges
5257,38,70,36,Bad,High pressure
6486,287,17,29,Good,All parameters are within optimal ranges
6630,484,10,31,Good,All parameters are within optimal ranges
8356,379,60,28,Good,All parameters are within optimal ranges
9215,298,29,29,Good,All parameters are within optimal ranges
7729,656,13,34,Good,All parameters are within optimal ranges
9836,826,63,28,Good,All parameters are within optimal ranges
7169,686,29,35,Good,All parameters are within optimal ranges
9454,792,81,28,Good,All parameters are within optimal ranges
7938,242,54,29,Good,All parameters are within optimal ranges
5768,517,65,35,Good,All parameters are within optimal ranges
7430,137,16,29,Good,All parameters are within optimal ranges
6406,808,79,35,Good,All parameters are within optimal ranges
5505,264,43,32,Good,All parameters are within optimal ranges
6862,682,7,29,Good,All parameters are within optimal ranges
9364,567,67,30,Good,All parameters are within optimal ranges
9922,839,25,29,Good,All parameters are within optimal ranges
9088,977,66,29,Good,All parameters are within optimal ranges
7882,257,66,28,Good,All parameters are within optimal ranges
8408,248,88,28,Good,All parameters are within optimal ranges
6231,181,67,28,Good,All parameters are within optimal ranges
7290,508,16,36,Bad,High pressure
6735,542,83,36,Bad,High pressure
5790,48,19,33,Good,All parameters are within optimal ranges
6950,494,15,29,Good,All parameters are within optimal ranges
8807,665,15,34,Good,All parameters are within optimal ranges
6840,313,49,28,Good,All parameters are within optimal ranges
9331,962,53,34,Good,All parameters are within optimal ranges
7415,838,48,36,Bad,High pressure
7756,15,64,31,Good,All parameters are within optimal ranges
